Date,AAPL,AMD,AMRN,AMZN,BABA,BAC,BB,FB,GLD,IWM,JNUG,MNKD,NFLX,PLUG,QQQ,SPY,TSLA,UVXY
2018-01-02 00:00:00+00:00,0.27238181225161373,0.003262502495115357,0.0003537155357408032,0.1764530305478497,0.14485666419588625,0.09472929081662718,0.0019853163319677077,0.1332443186345726,0.010930722576599557,0.01319056858190162,0.00029635259730029055,9.596727825323822e-05,0.026796428700359014,0.00017029025653010347,0.018360073108458337,0.08618666011038606,0.016590666984009635,0.00011561899682882672
2018-01-03 00:00:00+00:00,0.27137815436144463,0.0034198187349959628,0.0003483151837311957,0.17807978201358124,0.14462313546473676,0.09408100585819072,0.002226871914611547,0.13515505609558368,0.010848297235209175,0.012933339459287523,0.00027033417244809216,9.419406451445479e-05,0.02723088321057073,0.00016969232734702583,0.018473388544114372,0.08419027615948595,0.016363230357960428,0.0001142248421864271
2018-01-04 00:00:00+00:00,0.27141439921325317,0.003572471221167252,0.00034675092416554417,0.17807357690561734,0.14531169733193405,0.09488421189925816,0.002190658187073202,0.13430034368785276,0.01085495247348086,0.01298503052632017,0.00027181779832184384,8.983298537563359e-05,0.027185274898681108,0.00016753405723859402,0.01842259632346745,0.08365102540698872,0.016154707554252,0.0001231186055520561
2018-01-05 00:00:00+00:00,0.27091882002094947,0.0034559898806263466,0.00035692385943342556,0.1785880564425149,0.1472671088400917,0.0940790796057318,0.0022364291698510176,0.13435816057072553,0.01068694693558883,0.012697279702516778,0.0002585190824007218,8.724544133598738e-05,0.027399057717875274,0.00016258980242476057,0.018364560849264466,0.08291883934249039,0.016043014984632956,0.00012137775154588462
2018-01-08 00:00:00+00:00,0.2691411119745975,0.0035621423658574406,0.00034857355571746507,0.18064631501128245,0.14656126561930014,0.09316062430060205,0.002276798425372118,0.13499946297555843,0.010654698413354424,0.012699263796210216,0.00024617766844285053,8.699606536955607e-05,0.027588759896689376,0.00016006253782889428,0.01838332242703033,0.08236361132847098,0.01699918450997759,0.0001216291283379997
2018-01-09 00:00:00+00:00,0.2686969260080625,0.003423441154074005,0.0003496653595818209,0.1812122609045501,0.1466975539035158,0.09348083252765024,0.002318379979297102,0.1344986223584697,0.010551654607787791,0.012625405725952634,0.00023212859020299372,8.967833656817371e-05,0.02719045483634702,0.00015913229147197536,0.01835621257161013,0.08315679152267891,0.016835844604941304,0.00012501471723780756
2018-01-10 00:00:00+00:00,0.2686234591982028,0.0034638355859461056,0.00035452788693550555,0.1814400318013943,0.1459145382195549,0.09434137674336686,0.0022007547547886253,0.13447120305865323,0.010539032841032185,0.01254745885128462,0.00023991112208642066,9.072801583989162e-05,0.027606226194477376,0.00016049709154630906,0.0183125002108802,0.08268031715853497,0.016891104635566416,0.00012249662990929252
2018-01-11 00:00:00+00:00,0.2682207950890235,0.003490869827339243,0.00034715387943372414,0.18335466919851737,0.14407905301662471,0.0940051504118887,0.002149878511938448,0.13346149953260983,0.010498112974061844,0.012737621790574635,0.0002522363018798014,8.763640061530268e-05,0.028017909251320958,0.00016343753572783815,0.018306208092996875,0.08377535014920601,0.016928313162019332,0.0001241048742219155
2018-01-12 00:00:00+00:00,0.2699014495863523,0.0034424720778102563,0.00034173946396429724,0.1866973119610392,0.14277017754481885,0.0952458496691411,0.0021730781613759033,0.12697866419397427,0.010582622506105473,0.012828789763427738,0.00027475349454160236,8.38051887238112e-05,0.02841784910884082,0.0001593877799424879,0.018366629035073495,0.08484877586421014,0.016773977204157502,0.0001126673965008591
2018-01-16 00:00:00+00:00,0.2702309079773647,0.003432576585829845,0.00033257375182387785,0.18783114640548013,0.1395508510691388,0.09600290059778883,0.0022124783173674617,0.12708492900510351,0.01066727672725203,0.012759174617852725,0.0002913407125407942,8.643613646714668e-05,0.028636637039171083,0.00015562089266480062,0.018430173804624153,0.08509444210623932,0.01707302937640012,0.00012750487689052085
2018-01-17 00:00:00+00:00,0.2736526010597974,0.0034970844887339415,0.0003224474830535475,0.18570501434583594,0.14011166279678305,0.0954551623639079,0.002181746235842563,0.12604243918593513,0.010540760963323048,0.012908675148486932,0.0002681725532328649,8.750411429144374e-05,0.028009095642598066,0.00015706934948654604,0.018558434056558434,0.0850306737869772,0.017363397593227373,0.00010805883192887407
2018-01-18 00:00:00+00:00,0.2725170853999249,0.003562307720113111,0.0003192179523178332,0.18452962084404342,0.1398379231472165,0.09588799784084187,0.002104058171252375,0.12696080537697457,0.010613435818176488,0.012781112549149676,0.0002505687711241688,8.637035218542988e-05,0.02823056858351959,0.00015357163820533103,0.018468258253049867,0.0864436056140575,0.017147034660940495,0.00010645730690692308
2018-01-19 00:00:00+00:00,0.268612216382847,0.003603262475192179,0.00031900658964756324,0.18505227003020405,0.13983158271079624,0.09679839796569083,0.002117509730006526,0.1282505331729758,0.010680445276943827,0.01274280912962633,0.00025400920836479365,8.653067463914876e-05,0.028299656906913304,0.00015385670109132978,0.01856056866452428,0.08699809453640248,0.017533612413398094,0.00010563743073619222
2018-01-22 00:00:00+00:00,0.26409353783327855,0.0035888899257374702,0.00032180239499789425,0.18807768690620388,0.13859063318990184,0.09662052584619739,0.0020943282730005964,0.12999425863476824,0.010681131239559065,0.01278856273796388,0.00025121964827943627,8.474164041713636e-05,0.028959092653630218,0.00015117228788273174,0.018595729333024478,0.08754818897869245,0.01745731017094763,0.00010118830551717952
2018-01-23 00:00:00+00:00,0.2593342043295989,0.0036041922628419804,0.00034721178314212677,0.1895475805926702,0.142169699901914,0.09479848803313382,0.0020948271033419757,0.13036294032968468,0.010571511865303742,0.012860961753717029,0.00025948068745819814,8.454969229968792e-05,0.031267883304992174,0.00014577582929875855,0.018407438312804895,0.08684503731125058,0.017198805268129162,9.94116384177196e-05
2018-01-24 00:00:00+00:00,0.25558182726833323,0.003545380177585337,0.00033911366718544924,0.1900049907599903,0.144787088479648,0.09544466356588331,0.002054518639091239,0.12862565118795546,0.010716117361853588,0.012745170166562228,0.00027502118119618286,9.111090359887e-05,0.032691735976497285,0.00014599197401786375,0.018315098633646384,0.0876482093201843,0.016887413065530828,0.00010089767124022992
2018-01-25 00:00:00+00:00,0.2506796249915084,0.0034570115076127906,0.00033395993203796286,0.19260486910664737,0.14666166647337134,0.095315482115085,0.002020768695756378,0.129091935269987,0.010630172878091381,0.012705165129146882,0.00023961729788467154,0.00012853119210307312,0.03379178473523418,0.0001398580828079962,0.018283793060923276,0.08734996099715259,0.01646231469836239,0.00010348383628731792
2018-01-26 00:00:00+00:00,0.24790264345416732,0.00355915447287724,0.0003294901466650334,0.19335053817037315,0.14972557557184182,0.09436211522322134,0.002051778001358264,0.12907610205131825,0.010481501315322732,0.012555034525690468,0.0002370967396972065,9.310557172524057e-05,0.03394524770235424,0.00013538252038434887,0.018313105936125708,0.08728883787940764,0.016492613410044155,0.00010067730742606328
